address	city	county	dateAvailable	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	virtualVisit	zip	zipCodeLat	zipCodeLng
960 N. San Antonio Road, Ste. 101, Los Altos, Ca 94022	Los Altos	Santa Clara	-	Clinic	8 Am - 5 Pm, Monday - Friday	Yes	Patients Must Be Referred By Their Primary Care Physician. You Will Receive The Results Within 24 Hours.	-	-	Stanford Primary Care In Los Altos	(650) 498-9000	California	Http://Med.Stanford.Edu/News/All-News/2020/03/Stanford-Provides-Covid-19-Testing-To-Bay-Area-Hospitals.Html	No	94022	37.36	-122.15
2518 Mission College Blvd #101, Santa Clara, Ca 95054	Santa Clara	Santa Clara	-	Clinic	8 Am - 5 Pm, Monday - Friday	Yes	Patients Must Be Referred By Their Primary Care Physician. You Will Receive The Results Within 24 Hours.	-	-	Stanford Primary Care In Santa Clara	(408) 688-9720	California	Http://Med.Stanford.Edu/News/All-News/2020/03/Stanford-Provides-Covid-19-Testing-To-Bay-Area-Hospitals.Html	No	95054	37.4	-121.96
1679 E Monte Vista Ave, Suite 104, Vacaville, Ca 95688	Vacaville	Solano	-	Clinic	9 Am - 7 Pm	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	Carbon Health	(707) 624-7400	California	Https://Www.Businessinsider.Com/Carbon-Health-San-Francisco-Coronavirus-Testing-Bay-Area-2020-3	Yes	95688	38.4	-122.0
1320 Travis Blvd, Suite C, Fairfield, Ca 94533	Fairfield	Solano	-	Clinic	11 Am - 9 Pm	Yes	If The Provider Believes The Covid-19 Test Is Appropriate For You After Your Free Virtual Screening Using The Coronavirus Assessment Tool, We Will Perform A Physical Evaluation, Conduct The Collection Onsite, And Send The Specimen To Either Quest Or Labcorp Depending On Your Insurance.	-	-	Carbon Health	(707) 646-4000	California	Https://Www.Businessinsider.Com/Carbon-Health-San-Francisco-Coronavirus-Testing-Bay-Area-2020-3	Yes	94533	38.28	-122.02
1193 Admiral Callaghan Lane Vallejo, Ca 94589	Vallejo	Solano	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	94589	38.14	-122.25
3340 North Texas Street	Fairfield	Solano	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	94533	38.28	-122.02
1679 E Monte Vista Ave, Suite 104, Vacaville Ca 95688	Vacaville	Solano	-	Clinic	8 Am - 5 Pm Monday - Friday	Yes	At This Time Testing Is Limited In Solano County And Only Available For Those Who Are Critically Ill Or Very High Risk. If You Have Symptoms And Are Concerned About Coronavirus, We Encourage You To Use The Free Online Coronavirus Risk Assessment Screening Tool Through Carbon Health Or Make An Online Instant Visit Through Urgent Care.	-	-	Northbay Healthcare - Vacaville	(707) 624-7400	California	Https://Www.Northbay.Org/About/Covid-19-Questions-And-Answers.Cfm	Yes	95688	38.4	-122.0
2020 West Briggsmore Avenue Suite C Modesto, Ca 95350	Modesto	Stanislaus	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	95350	37.67	-121.01
1080 Sperry Avenue Patterson, Ca 95363	Patterson	Stanislaus	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	95363	37.4	-121.3
1520 East F Street	Oakdale	Stanislaus	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	95361	37.8	-120.7
Salida, Ca	-	Stanislaus	-	Drive-Thru	-	Yes	Visit Https://Www.Projectbaseline.Com/Study/Covid-19/ To Get Started With A Screening. Once You'Ve Taken The Screening, You Will Be Told If You Meet The Requirements For Testing Eligibility. You Will Then Be Given An Appointment At A Testing Site And Told When And Where To Go.	-	-	Project Baseline By Verily	-	California	Https://Www.Projectbaseline.Com/Study/Covid-19/	No	-	-	-
800 North Westwood Street	Porterville	Tulare	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	93257	36.0	-118.9
2175 East Bardsley Avenue	Tulare	Tulare	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	93274	36.2	-119.4
1395 East Prosperity Avenue	Tulare	Tulare	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	93274	36.2	-119.4
3619 West Caldwell Avenue	Visalia	Tulare	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	93277	36.3	-119.38
400 W Mineral King Ave. Visalia, Ca 93291	Visalia	Tulare	-	Hospital	24 Hours	Yes	Call Your Physician Or The Tulare County Public Health Line, 2-1-1, Or Tulare County Public Health At 559-685-5720 Or 559-471-7092 After Hours And Weekends. If You Are Experiencing Severe Respiratory Distress Or Fever, Proceed To The Closest Emergency Department, But Call Ahead, Do Not Just Walk In. If Coming To Kaweah Delta’S Emergency Department, Call Ahead To 559-624-2862, Do Not Walk Into The Emergency Department.	-	-	Kaweah Delta Heatlh Care District	(559) 624-4110	California	Https://Www.Kaweahdelta.Org/Covid19.Aspx	No	93291	36.4	-119.38
1205 South Oxnard	Oxnard	Ventura	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	93030	33.7	-119.3
906 E Street	Marysville	Yuba	-	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	California	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	95901	39.2	-121.5
