address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
3709 North Tamiami Trail Sarasota, Fl 34234	Sarasota	Sarasota	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34234	27.37	-82.53
2811 Clark Road Sarasota, Fl 34231-6219	Sarasota	Sarasota	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34231	27.26	-82.52
512 E Altamonte Drive, Suite 1000, Altamonte Springs, Fl 32701	Altamonte Springs	Seminole	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Altamonte Springs	(321) 802-2807	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Altamonte-Springs-Fl/	32701	28.66	-81.37
136 Parliament Loop, Suite 1020, Lake Mary, Fl 32746	Lake Mary	Seminole	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Lake Mary	(407) 603-3746	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Lake-Mary-Fl/	32746	28.76	-81.36
968 W Mitchell Hammock Rd, Suite 1050, Oviedo, Fl 32765	Oviedo	Seminole	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Oviedo	(407) 604-0531	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Oviedo-Fl/	32765	28.67	-81.2
5355 Red Bug Lake Road, Winter Springs, Fl 32708	Winter Springs	Seminole	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	Carespot Urgent Care - Winter Springs	(321) 420-1571	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Winter-Springs-Fl/	32708	28.68	-81.27
5650 Red Bug Lake Road, Winter Springs, Fl 32708	Winter Springs	Seminole	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32708	28.68	-81.27
1098 Montgomery Road Altamonte Springs, Fl 32714	Altamonte Springs	Seminole	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32714	28.67	-81.42
221 South S.R 434, Altamonte Springs, Fl 32714	Altamonte Springs	Seminole	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Testing Site – By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32714	28.67	-81.42
784 E Prima Vista Boulevard, Port St. Lucie, Fl 34952	Port St. Lucie	St. Lucie	Urgent Care	8Am-8Pm, 7 Days A Week	-	"Visitor Guidelines And Risk Screening
Visitation Procedures Are Designed For The Protection Of Our Patients And Employees.

-For Your Safety And The Safety Of Our Caregivers, Masks Are Required For Everyone Entering The Building.
-Upon Entry To The Building, Everyone Will Be Screened.
-If Symptomatic You And Any Accompanying Individual Will Be Asked To Put On A Face Mask Before Approaching The Front Desk.
-Patients Over The Age Of 18 Who Do Not Require Assistance Of A Caregiver Are Asked To Enter The Practice Alone.
-For Patients Under The Age Of 18 We Ask That Only One Parent Or Guardian Accompany The Patient To Their Appointment."	-	-	"Carespot Urgent Care - Port St. Lucie
"	(772) 236-4970	Florida	Https://Www.Carespot.Com/Carespot-Urgent-Care/Port-St-Lucie-Fl/	34952	27.3	-80.29
1300 S.W. St. Lucie W. Boulevard, Port St. Lucie, Fl 34986	Port St. Lucie	St. Lucie	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34986	27.33	-80.41
5208 East Cr 466, The Villages, Fl 34484	The Villages	Sumter	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	34484	28.93	-82.1
910 Old Camp Rd Suite 130, The Villages, Fl 32162	The Villages	Sumter	Urgent Care	8:30Am - 5Pm, Monday - Friday	No	Testing At This Site Is By Appointment Only. You Must Call The Testing Site To Be Screened To Determine If You Are Eligible For Testing. Those Who Are Eligible Include Persons Who Currently Have Flu-Like Symptoms And Anyone Who Has Had Contact With Someone Who Might Have The Virus.	-	-	Premier Medical Associates	(352) 259-2159	Florida	Https://Pma-Physicians.Com/	32162	28.92	-82.0
Testing Is Available By Appointment Only. You Can Make An Appointment Online. Appointments For Testing Will Be Released 1 Day In Advance - With All Test Slots For The Next Day Coming Online Each Morning At 8 Am, So If Testing Slots Are No Longer Available Today, You Will Have An Opportunity To Sign Up For A Slot Again Tomorrow. ***Test Slots Are Allocated To Those Who Sign Up First.***	The Villages	Sumter	Urgent Care	8:30Am - 5Pm, Monday - Friday	No	Testing At This Site Is By Appointment Only. You Must Call The Testing Site To Be Screened To Determine If You Are Eligible For Testing. Those Who Are Eligible Include Persons Who Currently Have Flu-Like Symptoms And Anyone Who Has Had Contact With Someone Who Might Have The Virus.	-	-	Premier Medical Associates	(352) 259-2159	Florida	Https://Pma-Physicians.Com/	32159	28.92	-81.91
703 N Buena Vista Blvd, The Villages, Fl 32162; Use The South Entrance. Utilize Your Golf Cart If Possible.	The Villages	Sumter	Drive-Thru	8 Am - 5 Pm Daily	No	Testing At This Site Is By Appointment Only And You Must Be Screened Prior To Being Given An Appointment. You Must Either Call Their Hotline Or Fill Out Their Online Form ( Https://Ufhealthcovid.Com/ ) To Be Given An Appointment.	-	-	Villages Polo Field By Uf Health	(352) 750-7656	Florida	Https://Ufhealthcovid.Com/	32162	28.92	-82.0
105 West Hampton Springs Avenue	Perry	Taylor	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Florida	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	32347	30.1	-83.7
